Luas_Tanah_m2,Luas_Bangunan_m2,Jumlah_Kamar,Umur_Bangunan_th,Jarak_ke_Pusat_km,Harga_Juta
218.5430534813131,49.12223683238484,1,3.506941221250922,17.61933178099979,1241483008.7528107
477.8214378844623,226.60121368021476,2,28.194963708404252,11.049805546517028,4574560476.728907
379.3972738151323,230.03499499573942,4,18.831241592142536,18.842286271745028,4928112770.198274
319.3963178886665,265.84906355433645,2,10.047168439712584,16.17688147969964,3254592626.654848
120.20838819909643,298.6537934773848,1,4.1781621799016175,19.96074810013341,3331408976.5033617
120.1975341512912,391.0652694011378,2,23.820755678108878,7.663524493582493,4343353336.375081
76.13762547568976,221.03112887144226,1,18.602182677855406,15.576577489691411,2242688563.9836373
439.7792655987208,149.493894988261,2,16.003832759289647,8.636687358575601,3914443025.0641346
320.50175528444396,324.21889206442034,1,26.81677749152873,10.117636785774268,4277957932.868115
368.63266000822045,130.20793296696746,1,23.657916336735923,12.922603801149032,1810465871.5568337
59.263022433111104,192.41942566108537,1,4.550246391982535,17.599865169540436,2490899662.994269
486.45943347289744,59.02886109663841,4,9.351662033866447,19.697585914786607,2955069838.8299837
424.59918836018977,39.37977506371928,2,7.454674194433972,15.597194863425846,1741010684.068604
145.55259980522428,386.17991343083224,2,22.31838877718031,8.937568861179342,4633914344.624116
131.82123524319528,339.31264458951614,2,1.0059730420733815,9.005783043264334,4267081371.3166294
132.53202943404523,287.51045625466827,1,17.096690546139495,15.014063730188939,3037954244.031613
186.90900933179196,181.31258943327987,2,22.873760572220718,5.536765769597745,2769748335.092009
286.140394234507,94.11889842621294,2,26.302969102852483,3.0990081494964983,2599740314.9291577
244.3752583889521,87.88170578830184,1,10.262452461477224,7.737820995174754,2024198586.237756
181.05311308911885,122.58987232090027,3,24.637719140160385,6.457540841427553,3345446782.2528663
325.33380262507075,233.21386594126457,1,3.318952108656217,6.629854288663812,3773263737.8500814
112.77223729341883,294.40049139902305,2,25.393568752035545,5.438547269948289,3435352748.5864596
181.46509184084817,274.27302938556056,1,3.8246598699594725,1.7997706030908758,3972527322.545404
214.86282948216126,133.57554186999886,3,11.918618716811018,1.3396047599348624,1975368703.277208
255.23149289766616,383.30015384538183,1,23.918860973386607,19.766725404984598,4262422203.2442346
403.3291826268561,303.02185917743435,2,4.497522820463214,9.127689540981384,3349668140.400141
139.85320197126188,235.11099942921825,3,6.877541856979245,8.302206296033951,3399007621.734186
281.4054972861252,256.33667610671034,4,21.667577051791987,13.913298371168327,3605924963.983486
316.5865559879191,185.25202309828228,2,21.601096096382232,5.146823869436219,2888751361.695384
70.90268572399897,121.66046611542826,3,19.234428986558918,19.049262495054283,2600568064.5885534
323.39518335564725,161.7098911009668,3,20.818453334013,15.94055527389549,2845472307.451645
126.73585565928119,310.4030608718166,4,16.281733300427884,2.698809043932931,5000000000.0
79.27321684337578,35.325590793009674,1,7.553971767208583,8.934034739913638,1037536558.417111
476.99849176399994,72.94687698755901,1,10.370879805117584,17.70324784368113,1870653230.9100006
484.53441488355173,47.02097754804852,2,5.44793150404277,18.949908423536794,1788493447.0102673
413.7788066524075,45.06965685801895,4,27.25351684000885,9.880628713747525,2478088302.2545347
187.07619612801682,346.5204160840727,1,17.501753842983614,12.654816395003447,4101047181.5321712
93.95245130287273,290.35340797060877,4,12.025542502909197,4.173644975749429,4138537224.158667
357.9048619304706,205.4443167623103,1,13.86017410932398,19.832203896602554,1846400350.468964
248.06862218282058,66.19863944087055,3,28.41850018835446,5.401762326285424,2503923786.1956596
104.91720568015047,211.89787379322797,1,4.600542093482406,18.911903708567387,2724416124.213477
272.8296095500716,205.1845551888093,4,17.586894960503916,13.343286330855001,4384114902.999388
65.47483450184828,94.08469186670561,3,15.17666036653398,12.546999102698324,1962863080.762762
459.1941809354519,190.52511021805003,3,18.343627063039435,10.741081709313663,3829174971.3052692
166.4509917200076,177.4467517270282,3,0.5433055146252153,5.382726422637415,3165426429.442012
348.1350279592919,257.8645362793201,4,26.163717268324543,4.3540326081046565,5000000000.0
190.26998424023492,264.9846508210282,2,27.96354847450837,5.1892379723333315,3930091652.6471987
284.0306095300149,46.76248361565647,2,16.953995507676268,4.542326980740835,2546774658.228032
296.01962570447586,168.60666741179435,2,20.899524716306768,15.812104997768312,3108770522.835392
133.18450498648718,261.56816881426744,4,27.67498143531887,7.652379924167872,4390230810.040529
486.31308249405134,216.16041567463245,3,21.21715902940196,2.099010854704531,5000000000.0
398.80977051250153,346.9012412396792,2,4.57617128742784,19.412949972675417,3908572842.183819
472.7745237038851,273.71664369900964,4,17.288650805004394,17.791931814305087,4494825918.771064
452.67230769244196,90.28573802012899,2,18.201451391485676,18.627293380709048,2084802596.3963935
319.0549904649883,56.11043653815904,1,12.72392013907158,19.90324863028227,1380561684.3206348
464.84340576040256,267.6951329363368,2,22.093327068741687,4.304009735170259,4962152986.68873
89.82162592336377,39.80918490040007,2,28.031010443070446,8.528598359150516,1589069022.806966
138.19228808861533,246.73696507118143,3,27.76705538720329,15.406531038377734,3418785735.114858
70.35228000974213,377.8851893272343,4,13.525181142123962,14.224391743022052,5000000000.0
196.39864884346895,242.9254458140752,3,3.397141375222658,3.924022220457246,2851003807.222551
224.9047803602669,173.6228726964131,3,29.54523596887004,16.500829374821738,3360331713.415307
172.10706429825316,268.0166408236707,3,25.166942593378025,5.264370864896552,4313874656.943801
422.9318791183682,199.55356948186116,3,3.739880436098005,5.252534681629839,5000000000.0
210.53899701211517,231.87821204689592,3,27.62525647852117,11.202514034974858,2069555915.7984343
176.42052935932134,378.3419792473143,2,26.096890861863848,12.26585876199236,5000000000.0
294.21323742121183,172.85797598628648,3,15.565141713782163,12.021637948918412,3272474358.750064
113.41590123864319,385.6405086148483,3,17.738263072347877,2.7382499105573426,5000000000.0
410.98864133931784,364.9797375237436,4,11.970081116103907,17.671756389977226,4463732055.606751
83.54778965589688,102.44271987203969,1,1.64284916466094,6.046400809185415,1788945173.9930494
494.0991214702328,55.66368132381122,2,10.055917249377028,3.4607835043732793,2909553576.276293
397.51014618349586,67.28786050964786,2,24.085603457940344,17.886213517510566,1722081200.172697
139.4220566903776,36.7420754910734,2,0.13896069013808576,19.157378466365316,1642554536.846172
52.48495270562108,64.94389547969351,3,10.004975150734325,17.38042472804356,1685559251.923247
416.95764280467534,282.712506164052,3,11.9450608077283,16.380805419772685,4362833141.442945
368.0858047314277,56.33979993028473,3,16.121868088137685,13.449597632141412,2752959486.154627
378.0532256184443,148.0209832086917,4,27.595668492382813,11.466290041573647,4041802013.2683525
397.0716560086756,342.6038650586982,1,10.390379830978837,2.6527484383167925,5000000000.0
83.32009328034067,38.61061622225557,3,10.40859605688683,8.760611048343275,1816820504.878021
211.30957784492267,331.3533385579062,1,22.125037443292452,8.081081823233966,5000000000.0
102.14107678630837,134.28626666615799,4,13.566538226694215,5.935321891446198,3012497425.0739055
438.3965416440171,73.7209862200128,2,6.738144688199458,14.744982160083113,2368132266.5663095
330.48415707240105,287.7927511847357,3,13.573185483980803,10.421638966496646,5000000000.0
198.90411118369212,262.7088533085571,1,4.225710611393996,2.5398781022453107,4059595748.4554887
78.60125762871064,354.6646450050096,1,5.291609595186699,5.183480837046416,4155200033.961756
189.94204477204798,301.97628620743774,3,14.951033182184393,13.981916509532322,4482762140.165914
196.33249491203617,327.28794424239396,2,12.567763485136437,2.4464863303157034,3661188857.849575
378.32278025212884,134.35279185138342,2,27.445377032043,17.172931366926605,3066351268.1044188
336.9008621098459,95.65263119849745,2,10.871816973498994,10.407784013265513,2124212560.4616108
449.24573415934697,307.72745810711757,4,17.417650508341303,10.131144969206312,5000000000.0
262.4967163228772,328.5288535288877,1,18.96792863758591,12.255747908530834,3228552641.092003
103.81741067223577,396.4869025402491,1,0.3928336976500091,16.668938352577833,3631998785.2401233
370.9601542503477,182.6685404572278,1,19.906121160501318,7.608374950141668,3342428684.6774454
392.35327187760385,167.64669174332977,4,5.341079006092543,13.882306898622208,3977165767.857475
302.5747389062733,317.27279547453884,1,28.832109524083656,11.74890731592003,3920265057.0839486
396.93523097955244,156.0973098936166,4,4.459881832593389,6.073537133219006,5000000000.0
272.20801836397584,374.3802104733189,2,12.438723711810711,17.693969740748003,4479311883.197021
285.2297732218973,347.6127181819144,3,2.5604900423593158,16.151094410531634,4405872996.31172
242.39345826134732,188.7277901287568,1,29.906227555378422,13.510584858510084,2831260443.8263903
61.43860703484283,307.82229508285405,1,15.065850309937277,17.161052852790597,3423812771.977342
98.551142146987,309.1808634113325,2,17.861550519601312,17.478589818236244,2790602126.2996893
64.14313355903042,68.15583146929507,3,2.012294321652824,14.45889655758566,1996678497.8955123
336.3846850687012,363.9445754714397,4,22.498814111975335,16.90325323890977,5000000000.0
191.460191484347,216.94337780570714,3,6.2971677928675724,14.25195777171639,3216522865.592283
278.85681102411627,335.7892624598644,2,26.941628683221413,13.922674663445708,4952338518.701122
458.40491326674186,148.41835238132634,2,6.1541892144602155,12.753616186088502,3054217837.094443
162.18150311699372,361.3435945435942,3,5.720631619909997,15.301616151595184,4580762785.770134
234.6723153660334,174.00462113164036,4,1.0964900354428464,4.0134970005684005,3929013978.4681764
389.9980123443719,34.009931047710396,4,14.162008353299978,17.73654442477964,2278130918.874419
152.9591744712301,364.99133127512755,1,16.945233997878493,17.56502702715941,2894315375.306141
84.64095942295685,63.776070410869416,4,1.971259182850571,1.5556983776566238,2004451677.4942176
180.38815381119562,148.14604590845352,3,23.26582850085032,16.690518260730492,3292222197.5786657
122.54957926430198,381.5229278087978,2,13.598665042440828,3.448527481995459,3893613621.5394955
468.36394355415786,381.72464436689575,1,15.731708079827401,7.367258230923696,4293017089.094295
413.65417080398765,242.17201860561585,1,13.222882408146845,15.126656869540547,2124046237.0338058
335.03169042969057,263.77976850282573,2,12.02289182625978,4.0544380249178555,3961121032.717769
442.15726558447295,195.92484313197832,4,16.789209939246536,16.541373458262182,3135431184.230624
411.6524346046015,138.48798552828387,2,4.657207377921376,16.8105493811971,3229654246.5486426
133.95652649871613,151.6058817868689,4,5.457843914858134,10.641886941455887,3650287461.639881
